dk_player_id,draftable_id,name,position,team,salary,roster_slot,status,disabled,attributes,game,starts_utc,norm,flex_eligible,captain_salary,playing,draft_group,game_type,captured_at
338,0,Colts,DST,IND,3200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,colts,0,3200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
339,0,Chiefs,DST,KC,4200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,chiefs,0,4200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
448240,0,Travis Kelce,TE,KC,6200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,travis kelce,0,6200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
472623,0,James Winchester,TE,KC,200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,james winchester,0,200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
557210,0,Keenan Allen,WR,IND,5600,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,keenan allen,0,5600,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
689689,0,Pharaoh Brown,TE,IND,200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,pharaoh brown,0,200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
712506,0,Mo Alie-Cox,TE,IND,2400,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,mo alie cox,0,2400,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
748554,0,Laquon Treadwell,WR,IND,2000,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,laquon treadwell,0,2000,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
748560,0,Harrison Butker,K,KC,5000,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,harrison butker,0,5000,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
839031,0,Patrick Mahomes,QB,KC,10000,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,patrick mahomes,0,10000,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
879981,0,Daniel Jones,QB,IND,9200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,daniel jones,0,9200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
883259,0,Nick Westbrook-Ikhine,WR,IND,200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,nick westbrook ikhine,0,200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1056981,0,Noah Gray,TE,KC,3000,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,noah gray,0,3000,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1063397,0,D.J. Montgomery,WR,IND,200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,d j montgomery,0,200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1065406,0,Jonathan Taylor,RB,IND,11000,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,jonathan taylor,0,11000,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1107027,0,Alec Pierce,WR,IND,7600,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,alec pierce,0,7600,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1108526,0,Thomas Odukoya,TE,KC,200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,thomas odukoya,0,200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1110301,0,Tyquan Thornton,WR,KC,3800,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,tyquan thornton,0,3800,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1110681,0,Justin Fields,QB,KC,6000,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,justin fields,0,6000,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1121873,0,Will Mallory,TE,IND,200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,will mallory,0,200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1127080,0,Nikko Remigio,WR,KC,800,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,nikko remigio,0,800,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1130245,0,Ben VanSumeren,RB,KC,200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,ben vansumeren,0,200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1161661,0,Anthony Gould,WR,IND,200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,anthony gould,0,200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1163272,0,Jared Wiley,TE,KC,200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,jared wiley,0,200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1164402,0,Kenneth Walker III,RB,KC,10600,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,kenneth walker,0,10600,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1166036,0,Ashton Dulin,WR,IND,200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,ashton dulin,0,200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1173538,0,Rashee Rice,WR,KC,9400,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,rashee rice,0,9400,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1180533,0,Spencer Shrader,K,IND,4600,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,spencer shrader,0,4600,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1212622,0,Carson Towt,TE,IND,200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,carson towt,0,200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1213442,0,Jimmy Holiday,WR,KC,200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,jimmy holiday,0,200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1213794,0,Seth McGowan,RB,IND,3400,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,seth mcgowan,0,3400,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1214132,0,Nate Carter,RB,KC,200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,nate carter,0,200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1215022,0,Anthony Richardson Sr.,QB,IND,6000,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,anthony richardson,0,6000,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1215077,0,Josh Downs,WR,IND,6600,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,josh downs,0,6600,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
1229083,0,Tyler Warren,TE,IND,7200,512,,False,,IND @ KC,1970-01-01 00:29:49.950000+00:00,tyler warren,0,7200,clear,153448,Showdown Captain Mode,2026-09-17T23:50:43+00:00
