contest_id,name,draft_group,game_type,entry_fee,entries,max_entries,max_per_user,prize_pool,starts_utc,starts_text
195526287,NFL Showdown $1.5M Monday Night Showdown [$500K to 1st] (DEN @ KC),153086,Showdown Captain Mode,20.0,52161,88235,150,1500000.0,,Mon 8:15PM
195526250,NFL Showdown $700K Field General [$200K to 1st] (DEN @ KC),153086,Showdown Captain Mode,444.0,1022,1751,52,700000.0,,Mon 8:15PM
195648007,NFL $3M Fantasy Football Millionaire [$1M to 1st],153428,Classic,20.0,3798,176470,150,3000000.0,,Sun 1:00PM
195648008,NFL $3M Fantasy Football Millionaire [$1M to 1st],153428,Classic,555.0,251,6006,150,3000000.0,,Sun 1:00PM
195526252,"NFL Showdown $150K Wildcat [5 Entry Max, $25K to 1st] (DEN @ KC)",153086,Showdown Captain Mode,333.0,289,500,5,150000.0,,Mon 8:15PM
195526251,NFL Showdown $150K Bootleg [$50K to 1st] (DEN @ KC),153086,Showdown Captain Mode,33.0,2984,5300,150,150000.0,,Mon 8:15PM
195526253,NFL Showdown $300K Play-Action [20 Entry Max] (DEN @ KC),153086,Showdown Captain Mode,3.0,80897,118906,20,300000.0,,Mon 8:15PM
195526248,NFL Showdown $61K Luxury Box [$20K to 1st] (DEN @ KC),153086,Showdown Captain Mode,1500.0,21,43,1,61000.0,,Mon 8:15PM
195526258,NFL Showdown $50K Power Sweep [5 Entry Max] (DEN @ KC),153086,Showdown Captain Mode,150.0,188,370,5,50000.0,,Mon 8:15PM
195526263,"NFL Showdown $40K Double Spy [$10K to 1st, Single Entry] (DEN @ KC)",153086,Showdown Captain Mode,200.0,96,222,1,40000.0,,Mon 8:15PM
195526264,NFL Showdown $10K Double Spy [Single Entry] (DEN @ KC),153086,Showdown Captain Mode,200.0,23,55,1,10000.0,,Mon 8:15PM
195526230,NFL Showdown $100K Huddle [Single Entry] (DEN @ KC),153086,Showdown Captain Mode,5.0,10119,23781,1,100000.0,,Mon 8:15PM
195658648,NFL Showdown $10K Huddle [Single Entry] (DEN @ KC),153086,Showdown Captain Mode,5.0,1703,2378,1,10000.0,,Mon 8:15PM
195526265,"NFL Showdown $100K Spy [$20K to 1st, Single Entry] (DEN @ KC)",153086,Showdown Captain Mode,100.0,789,1111,1,100000.0,,Mon 8:15PM
195526266,NFL Showdown $35K Spy [Single Entry] (DEN @ KC),153086,Showdown Captain Mode,100.0,258,388,1,35000.0,,Mon 8:15PM
195648006,NFL $800K Play-Action [20 Entry Max],153428,Classic,3.0,8020,317082,20,800000.0,,Sun 1:00PM
195648009,NFL $900K Luxury Box [$200K to 1st],153428,Classic,3180.0,24,300,9,900000.0,,Sun 1:00PM
195526303,NFL $30K Flea Flicker [$10K to 1st] (Mon-Thu),153109,Classic,5.0,6878,7134,150,30000.0,,Mon 8:15PM
195665152,NFL $8K Flea Flicker [$2K to 1st] (Mon-Thu),153109,Classic,5.0,173,1902,57,8000.0,,Mon 8:15PM
195526310,NFL $7.5K Spy [Single Entry] (Mon-Thu),153109,Classic,100.0,37,83,1,7500.0,,Mon 8:15PM
195648010,"NFL $500K Power Sweep [$100K to 1st, 5 Entry Max]",153428,Classic,150.0,178,3703,5,500000.0,,Sun 1:00PM
195661358,"NFL $250K Power Sweep [$50K to 1st, 3 Entry Max]",153428,Classic,150.0,10,1851,3,250000.0,,Sun 1:00PM
195661359,NFL $100K Power Sweep [3 Entry Max],153428,Classic,150.0,5,740,3,100000.0,,Sun 1:00PM
195526279,NFL Showdown Single Entry $5 Double Up (DEN @ KC),153086,Showdown Captain Mode,5.0,860,1609,1,7000.0,,Mon 8:15PM
195526280,NFL Showdown Single Entry $5 Double Up (DEN @ KC),153086,Showdown Captain Mode,5.0,462,689,1,3000.0,,Mon 8:15PM
195663436,NFL Showdown Single Entry $5 Double Up (DEN @ KC),153086,Showdown Captain Mode,5.0,98,344,1,1500.0,,Mon 8:15PM
195526293,NFL Showdown Single Entry $5 Double Up (DEN @ KC),153086,Showdown Captain Mode,5.0,194,229,1,1000.0,,Mon 8:15PM
195526294,NFL Showdown Single Entry $5 Double Up (DEN @ KC),153086,Showdown Captain Mode,5.0,163,229,1,1000.0,,Mon 8:15PM
195526295,NFL Showdown Single Entry $5 Double Up (DEN @ KC),153086,Showdown Captain Mode,5.0,163,229,1,1000.0,,Mon 8:15PM
195526296,NFL Showdown Single Entry $5 Double Up (DEN @ KC),153086,Showdown Captain Mode,5.0,166,229,1,1000.0,,Mon 8:15PM
195666558,NFL Showdown Single Entry $5 Double Up (DEN @ KC),153086,Showdown Captain Mode,5.0,0,172,1,750.0,,Mon 8:15PM
195526274,NFL Showdown Single Entry $25 Double Up (DEN @ KC),153086,Showdown Captain Mode,25.0,329,459,1,10000.0,,Mon 8:15PM
195526275,NFL Showdown Single Entry $25 Double Up (DEN @ KC),153086,Showdown Captain Mode,25.0,158,229,1,5000.0,,Mon 8:15PM
195658464,NFL Showdown Single Entry $25 Double Up (DEN @ KC),153086,Showdown Captain Mode,25.0,50,68,1,1500.0,,Mon 8:15PM
195526290,NFL Showdown Single Entry $25 Double Up (DEN @ KC),153086,Showdown Captain Mode,25.0,39,45,1,1000.0,,Mon 8:15PM
195526291,NFL Showdown Single Entry $25 Double Up (DEN @ KC),153086,Showdown Captain Mode,25.0,37,45,1,1000.0,,Mon 8:15PM
195526292,NFL Showdown Single Entry $25 Double Up (DEN @ KC),153086,Showdown Captain Mode,25.0,41,45,1,1000.0,,Mon 8:15PM
195664279,NFL Showdown Single Entry $25 Double Up (DEN @ KC),153086,Showdown Captain Mode,25.0,12,45,1,1000.0,,Mon 8:15PM
195665701,NFL Showdown Single Entry $25 Double Up (DEN @ KC),153086,Showdown Captain Mode,25.0,4,34,1,750.0,,Mon 8:15PM
195666469,NFL Showdown Single Entry $25 Double Up (DEN @ KC),153086,Showdown Captain Mode,25.0,0,22,1,500.0,,Mon 8:15PM
195526236,NFL Showdown $250 Double Up (DEN @ KC),153086,Showdown Captain Mode,250.0,49,71,2,16000.0,,Mon 8:15PM
195526232,NFL Showdown $402K Luxury Box [$100K to 1st] (DEN @ KC),153086,Showdown Captain Mode,3180.0,91,134,4,402000.0,,Mon 8:15PM
195538971,$3M NFL King of the Desert Qualifier #18 (DEN @ KC),153086,Showdown Captain Mode,400.0,33,67,2,22800.0,,Mon 8:15PM
195536495,$14M 2026 Fantasy Football World Championship Qualifier #17 (DEN @ KC),153086,Showdown Captain Mode,490.0,158,200,6,83300.0,,Mon 8:15PM
195536496,$14M 2026 Fantasy Football World Championship Qualifier #18 (DEN @ KC),153086,Showdown Captain Mode,5085.0,12,16,1,70000.0,,Mon 8:15PM
195526255,NFL Showdown $75K First Down [20 Entry Max] (DEN @ KC),153086,Showdown Captain Mode,1.0,50460,89179,20,75000.0,,Mon 8:15PM
195526288,NFL Showdown $100K Chain-Mover [$20K to 1st] (DEN @ KC),153086,Showdown Captain Mode,10.0,6460,11764,150,100000.0,,Mon 8:15PM
195526233,NFL Showdown $25K Checkdown Pass [Single Entry] (DEN @ KC),153086,Showdown Captain Mode,777.0,17,35,1,25000.0,,Mon 8:15PM
195526234,NFL Showdown $30K Red Zone [Single Entry] (DEN @ KC),153086,Showdown Captain Mode,50.0,379,681,1,30000.0,,Mon 8:15PM
195526267,NFL Showdown $20K Red Zone [Single Entry] (DEN @ KC),153086,Showdown Captain Mode,50.0,257,454,1,20000.0,,Mon 8:15PM
195526229,NFL Showdown $100K mini-MAX [150 Entry Max] (DEN @ KC),153086,Showdown Captain Mode,0.5,182265,237812,150,100000.0,,Mon 8:15PM
195526268,NFL Showdown $40K Bubble Screen [Single Entry] (DEN @ KC),153086,Showdown Captain Mode,15.0,1624,3137,1,40000.0,,Mon 8:15PM
195526269,"NFL Showdown $20K Bubble Screen [Single Entry, $5K to 1st] (DEN @ KC)",153086,Showdown Captain Mode,15.0,1337,1568,1,20000.0,,Mon 8:15PM
195526260,NFL Showdown $20K Hard Count [5 Entry Max] (DEN @ KC),153086,Showdown Captain Mode,20.0,744,1176,5,20000.0,,Mon 8:15PM
195664105,NFL Showdown $22K Flea Flicker [$5K to 1st] (DEN @ KC),153086,Showdown Captain Mode,5.0,2100,5231,150,22000.0,,Mon 8:15PM
195521360,"NFL Showdown SUPERSatellite to $4,444 NFL Fantasy Football MEGA Millionaire [3x] (DEN @ KC)",153086,Showdown Captain Mode,147.0,55,100,3,13332.0,,Mon 8:15PM
195521355,"NFL Showdown Satellite to NFL $4,444 Fantasy Football MEGA Millionaire (DEN @ KC)",153086,Showdown Captain Mode,75.0,42,67,2,4444.0,,Mon 8:15PM
195521356,"NFL Showdown Satellite to NFL $4,444 Fantasy Football MEGA Millionaire (DEN @ KC)",153086,Showdown Captain Mode,75.0,40,67,2,4444.0,,Mon 8:15PM
195521435,"NFL Showdown Satellite to NFL 10-12 $4,444 Showdown MEGA Millionaire (DEN @ KC)",153086,Showdown Captain Mode,176.0,16,28,1,4444.0,,Mon 8:15PM
195521434,"NFL Showdown Satellite to NFL 10-12 $4,444 Showdown MEGA Millionaire (DEN @ KC)",153086,Showdown Captain Mode,70.0,29,72,2,4444.0,,Mon 8:15PM
195521359,"NFL Showdown Satellite to NFL $4,444 Fantasy Football MEGA Millionaire (DEN @ KC)",153086,Showdown Captain Mode,13.0,350,402,12,4444.0,,Mon 8:15PM
195526270,NFL Showdown $15K Pylon [Single Entry] (DEN @ KC),153086,Showdown Captain Mode,3.0,3507,5945,1,15000.0,,Mon 8:15PM
195519380,NFL Showdown $100K Heavy Hitter [Must Fill] (DEN @ KC),153086,Showdown Captain Mode,26200.0,1,4,1,100000.0,,Mon 8:15PM
195519381,NFL Showdown $75K Heavy Hitter [Must Fill] (DEN @ KC),153086,Showdown Captain Mode,26200.0,1,3,1,75000.0,,Mon 8:15PM
195526261,NFL Showdown $15K Cover Four [5 Entry Max] (DEN @ KC),153086,Showdown Captain Mode,4.0,2921,4458,5,15000.0,,Mon 8:15PM
195526259,NFL Showdown $15K Goal Line [5 Entry Max] (DEN @ KC),153086,Showdown Captain Mode,75.0,148,227,5,15000.0,,Mon 8:15PM
195519382,NFL Showdown $60K Nosebleed Section [Must Fill] (DEN @ KC),153086,Showdown Captain Mode,10600.0,0,6,1,60000.0,,Mon 8:15PM
195526235,NFL Showdown $10K Dimeback [Single Entry] (DEN @ KC),153086,Showdown Captain Mode,6.0,1291,1960,1,10000.0,,Mon 8:15PM
195526254,NFL Showdown $10K Safety [20 Entry Max] (DEN @ KC),153086,Showdown Captain Mode,2.0,5732,5945,20,10000.0,,Mon 8:15PM
195665616,NFL Showdown $5K Safety [20 Entry Max] (DEN @ KC),153086,Showdown Captain Mode,2.0,367,2972,20,5000.0,,Mon 8:15PM
195526256,NFL Showdown $12.5K Quarter Jukebox [Just $0.25!] (DEN @ KC),153086,Showdown Captain Mode,0.25,36716,59453,20,12500.0,,Mon 8:15PM
195526272,NFL Showdown Single Entry $100 Double Up (DEN @ KC),153086,Showdown Captain Mode,100.0,79,88,1,8000.0,,Mon 8:15PM
195666069,NFL Showdown Single Entry $100 Double Up (DEN @ KC),153086,Showdown Captain Mode,100.0,6,66,1,6000.0,,Mon 8:15PM
195526273,NFL Showdown Single Entry $100 Double Up (DEN @ KC),153086,Showdown Captain Mode,100.0,32,44,1,4000.0,,Mon 8:15PM
195665381,NFL Showdown Single Entry $50 Double Up (DEN @ KC),153086,Showdown Captain Mode,50.0,32,113,1,5000.0,,Mon 8:15PM
