dk_player_id,draftable_id,name,position,team,salary,roster_slot,status,game,starts_utc,norm,flex_eligible,draft_group,game_type,captured_at
1164402,44105012,Kenneth Walker III,RB,KC,15900,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,kenneth walker,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1161899,44105013,Bo Nix,QB,DEN,14700,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,bo nix,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
839031,44105014,Patrick Mahomes,QB,KC,14400,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,patrick mahomes,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1173538,44105015,Rashee Rice,WR,KC,14100,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,rashee rice,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1125749,44105016,Jaylen Waddle,WR,DEN,13500,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,jaylen waddle,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1110681,44105017,Justin Fields,QB,KC,12900,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,justin fields,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
838878,44105018,Courtland Sutton,WR,DEN,12000,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,courtland sutton,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1172401,44105019,RJ Harvey,RB,DEN,11100,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,rj harvey,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
448240,44105020,Travis Kelce,TE,KC,10500,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,travis kelce,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1326638,44105021,Xavier Worthy,WR,KC,9900,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,xavier worthy,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
976513,44105022,J.K. Dobbins,RB,DEN,9600,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,j k dobbins,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
748560,44105027,Harrison Butker,K,KC,7500,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,harrison butker,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
700299,44105026,Wil Lutz,K,DEN,7800,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,wil lutz,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1286037,44105025,Garrett Nussmeier,QB,KC,9000,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,garrett nussmeier,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
975829,44105024,Sam Ehlinger,QB,DEN,9000,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,sam ehlinger,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
865868,44105023,Jarrett Stidham,QB,DEN,9000,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,jarrett stidham,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
339,44105029,Chiefs,DST,KC,6600,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,chiefs,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
332,44105028,Broncos,DST,DEN,7200,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,broncos,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1313668,44105040,Brashard Smith,RB,KC,2100,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,brashard smith,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
875444,44105039,Adam Trautman,TE,DEN,2400,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,adam trautman,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1127080,44105043,Nikko Remigio,WR,KC,1200,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,nikko remigio,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1132517,44105044,Nate Adkins,TE,DEN,900,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,nate adkins,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
