dk_player_id,draftable_id,name,position,team,salary,roster_slot,status,game,starts_utc,norm,flex_eligible,draft_group,game_type,captured_at
920758,44105042,Lil'Jordan Humphrey,WR,DEN,1500,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,liljordan humphrey,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1403491,44105041,Jalen Royals,WR,KC,1800,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,jalen royals,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1286176,44105035,Troy Franklin,WR,DEN,4200,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,troy franklin,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1379251,44105036,Emmett Johnson,RB,KC,3900,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,emmett johnson,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1380594,44105038,Jonah Coleman,RB,DEN,3600,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,jonah coleman,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1305866,44105033,Pat Bryant,WR,DEN,4800,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,pat bryant,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1213799,44105034,Marvin Mims Jr.,WR,DEN,4500,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,marvin mims,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
749185,44105032,Evan Engram,TE,DEN,5100,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,evan engram,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1110301,44105031,Tyquan Thornton,WR,KC,5400,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,tyquan thornton,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1382670,44105030,Cyrus Allen,WR,KC,6000,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,cyrus allen,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1056981,44105037,Noah Gray,TE,KC,3000,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,noah gray,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1287639,44105059,Jake Briningstool,TE,KC,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,jake briningstool,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1231431,44105060,Caleb Lohner,TE,DEN,300,511,IR,DEN @ KC,2026-09-15 00:15:00+00:00,caleb lohner,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1379261,44105057,Omari Evans,WR,KC,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,omari evans,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
920482,44105053,Michael Bandy,WR,DEN,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,michael bandy,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1378660,44105056,Dane Key,WR,DEN,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,dane key,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1405106,44105055,Andrew Armstrong,WR,KC,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,andrew armstrong,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1522347,44105054,Kolbe Katsis,WR,DEN,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,kolbe katsis,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1130245,44105050,Ben VanSumeren,RB,KC,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,ben vansumeren,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1213442,44105051,Jimmy Holiday,WR,KC,300,511,IR,DEN @ KC,2026-09-15 00:15:00+00:00,jimmy holiday,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1108526,44105065,Thomas Odukoya,TE,KC,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,thomas odukoya,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1122323,44105062,Lucas Krull,TE,DEN,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,lucas krull,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
843733,44105061,Mitchell Fraboni,TE,DEN,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,mitchell fraboni,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1163272,44105064,Jared Wiley,TE,KC,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,jared wiley,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
472623,44105063,James Winchester,TE,KC,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,james winchester,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1461173,44105066,Dallen Bentley,TE,DEN,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,dallen bentley,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1288387,44105058,John Michael Gyllenborg,TE,KC,300,511,IR,DEN @ KC,2026-09-15 00:15:00+00:00,john michael gyllenborg,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1214132,44105047,Nate Carter,RB,KC,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,nate carter,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1339352,44105052,Jeff Caldwell,WR,KC,300,511,IR,DEN @ KC,2026-09-15 00:15:00+00:00,jeff caldwell,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1377757,44105049,Jaydn Ott,RB,KC,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,jaydn ott,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1140248,44105046,Cody Schrader,RB,DEN,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,cody schrader,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
1124338,44105045,Tyler Badie,RB,DEN,600,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,tyler badie,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
885540,44105048,Adam Prentice,RB,DEN,300,511,None,DEN @ KC,2026-09-15 00:15:00+00:00,adam prentice,1,153086,Showdown Captain Mode,2026-09-14T20:50:31+00:00
