dk_player_id,draftable_id,name,position,team,salary,roster_slot,status,disabled,attributes,game,starts_utc,norm,flex_eligible,captain_salary,playing,draft_group,game_type,captured_at
324,0,Bills,DST,BUF,2800,71,,False,,LAC @ BUF,,bills,0,2800,clear,153770,Classic,2026-09-23T15:14:30+00:00
325,0,Texans,DST,HOU,3200,71,,False,,HOU @ IND,,texans,0,3200,clear,153770,Classic,2026-09-23T15:14:30+00:00
327,0,Bengals,DST,CIN,2900,71,,False,,CIN @ PIT,,bengals,0,2900,clear,153770,Classic,2026-09-23T15:14:30+00:00
329,0,Browns,DST,CLE,2500,71,,False,,CAR @ CLE,,browns,0,2500,clear,153770,Classic,2026-09-23T15:14:30+00:00
334,0,Lions,DST,DET,3500,71,,False,,NYJ @ DET,,lions,0,3500,clear,153770,Classic,2026-09-23T15:14:30+00:00
336,0,Titans,DST,TEN,2400,71,,False,,TEN @ NYG,,titans,0,2400,clear,153770,Classic,2026-09-23T15:14:30+00:00
338,0,Colts,DST,IND,2500,71,,False,,HOU @ IND,,colts,0,2500,clear,153770,Classic,2026-09-23T15:14:30+00:00
339,0,Chiefs,DST,KC,3700,71,,False,,KC @ MIA,,chiefs,0,3700,clear,153770,Classic,2026-09-23T15:14:30+00:00
345,0,Dolphins,DST,MIA,2000,71,,False,,KC @ MIA,,dolphins,0,2000,clear,153770,Classic,2026-09-23T15:14:30+00:00
348,0,Patriots,DST,NE,2700,71,,False,,NE @ JAX,,patriots,0,2700,clear,153770,Classic,2026-09-23T15:14:30+00:00
351,0,Giants,DST,NYG,3400,71,,False,,TEN @ NYG,,giants,0,3400,clear,153770,Classic,2026-09-23T15:14:30+00:00
352,0,Jets,DST,NYJ,2100,71,,False,,NYJ @ DET,,jets,0,2100,clear,153770,Classic,2026-09-23T15:14:30+00:00
356,0,Steelers,DST,PIT,2700,71,,False,,CIN @ PIT,,steelers,0,2700,clear,153770,Classic,2026-09-23T15:14:30+00:00
357,0,Chargers,DST,LAC,2200,71,,False,,LAC @ BUF,,chargers,0,2200,clear,153770,Classic,2026-09-23T15:14:30+00:00
361,0,Seahawks,DST,SEA,3800,71,,False,,SEA @ WAS,,seahawks,0,3800,clear,153770,Classic,2026-09-23T15:14:30+00:00
363,0,Commanders,DST,WAS,2300,71,,False,,SEA @ WAS,,commanders,0,2300,clear,153770,Classic,2026-09-23T15:14:30+00:00
364,0,Panthers,DST,CAR,3000,71,,False,,CAR @ CLE,,panthers,0,3000,clear,153770,Classic,2026-09-23T15:14:30+00:00
365,0,Jaguars,DST,JAX,2900,71,,False,,NE @ JAX,,jaguars,0,2900,clear,153770,Classic,2026-09-23T15:14:30+00:00
213957,0,Aaron Rodgers,QB,PIT,5000,66,,False,,CIN @ PIT,,aaron rodgers,0,5000,clear,153770,Classic,2026-09-23T15:14:30+00:00
216342,0,Joe Flacco,QB,CIN,4400,66,,False,,CIN @ PIT,,joe flacco,0,4400,clear,153770,Classic,2026-09-23T15:14:30+00:00
273278,0,Josh Johnson,QB,CIN,4000,66,,False,,CIN @ PIT,,josh johnson,0,4000,clear,153770,Classic,2026-09-23T15:14:30+00:00
448240,0,Travis Kelce,TE,KC,4500,69,,False,,KC @ MIA,,travis kelce,0,4500,clear,153770,Classic,2026-09-23T15:14:30+00:00
472623,0,James Winchester,TE,KC,2500,69,,False,,KC @ MIA,,james winchester,0,2500,clear,153770,Classic,2026-09-23T15:14:30+00:00
513856,0,Geno Smith,QB,NYJ,4900,66,,False,,NYJ @ DET,,geno smith,0,4900,clear,153770,Classic,2026-09-23T15:14:30+00:00
553024,0,Tyler Ott,TE,WAS,2500,69,,False,,SEA @ WAS,,tyler ott,0,2500,clear,153770,Classic,2026-09-23T15:14:30+00:00
556483,0,Michael Burton,RB,CLE,4000,67,,False,,CAR @ CLE,,michael burton,0,4000,clear,153770,Classic,2026-09-23T15:14:30+00:00
557210,0,Keenan Allen,WR,IND,4600,68,,False,,HOU @ IND,,keenan allen,0,4600,clear,153770,Classic,2026-09-23T15:14:30+00:00
563293,0,Chris Manhertz,TE,NYG,2500,69,,False,,TEN @ NYG,,chris manhertz,0,2500,clear,153770,Classic,2026-09-23T15:14:30+00:00
589984,0,Odell Beckham Jr.,WR,NYG,3300,68,,False,,TEN @ NYG,,odell beckham,0,3300,clear,153770,Classic,2026-09-23T15:14:30+00:00
590796,0,Ameer Abdullah,RB,JAX,4000,67,,False,,NE @ JAX,,ameer abdullah,0,4000,clear,153770,Classic,2026-09-23T15:14:30+00:00
600191,0,Darren Waller,TE,CAR,3400,69,,False,,CAR @ CLE,,darren waller,0,3400,clear,153770,Classic,2026-09-23T15:14:30+00:00
607843,0,Marcus Mariota,QB,WAS,4500,66,,False,,SEA @ WAS,,marcus mariota,0,4500,clear,153770,Classic,2026-09-23T15:14:30+00:00
658389,0,Patrick Ricard,RB,NYG,4000,67,,False,,TEN @ NYG,,patrick ricard,0,4000,clear,153770,Classic,2026-09-23T15:14:30+00:00
660151,0,Robert Tonyan,TE,PIT,2500,69,,False,,CIN @ PIT,,robert tonyan,0,2500,clear,153770,Classic,2026-09-23T15:14:30+00:00
689689,0,Pharaoh Brown,TE,IND,2500,69,,False,,HOU @ IND,,pharaoh brown,0,2500,clear,153770,Classic,2026-09-23T15:14:30+00:00
691278,0,Sterling Shepard,WR,NYJ,3000,68,,False,,NYJ @ DET,,sterling shepard,0,3000,clear,153770,Classic,2026-09-23T15:14:30+00:00
691536,0,Jameis Winston,QB,NYG,4000,66,,False,,TEN @ NYG,,jameis winston,0,4000,clear,153770,Classic,2026-09-23T15:14:30+00:00
694041,0,Stefon Diggs,WR,WAS,5500,68,,False,,SEA @ WAS,,stefon diggs,0,5500,clear,153770,Classic,2026-09-23T15:14:30+00:00
694931,0,Eric Saubert,TE,SEA,2500,69,,False,,SEA @ WAS,,eric saubert,0,2500,clear,153770,Classic,2026-09-23T15:14:30+00:00
698227,0,Cooper Kupp,WR,SEA,4000,68,,False,,SEA @ WAS,,cooper kupp,0,4000,clear,153770,Classic,2026-09-23T15:14:30+00:00
702808,0,Mack Hollins,WR,NE,4200,68,,False,,NE @ JAX,,mack hollins,0,4200,clear,153770,Classic,2026-09-23T15:14:30+00:00
712506,0,Mo Alie-Cox,TE,IND,2500,69,,False,,HOU @ IND,,mo alie cox,0,2500,clear,153770,Classic,2026-09-23T15:14:30+00:00
727837,0,Jared Goff,QB,DET,6300,66,,False,,NYJ @ DET,,jared goff,0,6300,clear,153770,Classic,2026-09-23T15:14:30+00:00
728169,0,Mitchell Trubisky,QB,TEN,4000,66,,False,,TEN @ NYG,,mitchell trubisky,0,4000,clear,153770,Classic,2026-09-23T15:14:30+00:00
741262,0,Joshua Dobbs,QB,DET,4000,66,,False,,NYJ @ DET,,joshua dobbs,0,4000,clear,153770,Classic,2026-09-23T15:14:30+00:00
742382,0,Marquez Valdes-Scantling,WR,LAC,3000,68,,False,,LAC @ BUF,,marquez valdes scantling,0,3000,clear,153770,Classic,2026-09-23T15:14:30+00:00
744425,0,Hunter Henry,TE,NE,3900,69,,False,,NE @ JAX,,hunter henry,0,3900,clear,153770,Classic,2026-09-23T15:14:30+00:00
748309,0,Nick Mullens,QB,JAX,4000,66,,False,,NE @ JAX,,nick mullens,0,4000,clear,153770,Classic,2026-09-23T15:14:30+00:00
748554,0,Laquon Treadwell,WR,IND,3100,68,,False,,HOU @ IND,,laquon treadwell,0,3100,clear,153770,Classic,2026-09-23T15:14:30+00:00
749681,0,River Cracraft,WR,WAS,3000,68,,False,,SEA @ WAS,,river cracraft,0,3000,clear,153770,Classic,2026-09-23T15:14:30+00:00
820734,0,Samaje Perine,RB,CIN,4100,67,,False,,CIN @ PIT,,samaje perine,0,4100,clear,153770,Classic,2026-09-23T15:14:30+00:00
820866,0,Braxton Berrios,WR,NYG,3000,68,,False,,TEN @ NYG,,braxton berrios,0,3000,clear,153770,Classic,2026-09-23T15:14:30+00:00
822350,0,Kyle Allen,QB,BUF,4000,66,,False,,LAC @ BUF,,kyle allen,0,4000,clear,153770,Classic,2026-09-23T15:14:30+00:00
823220,0,Mason Rudolph,QB,PIT,4000,66,,False,,CIN @ PIT,,mason rudolph,0,4000,clear,153770,Classic,2026-09-23T15:14:30+00:00
824428,0,Andrew Beck,RB,NYJ,4000,67,,False,,NYJ @ DET,,andrew beck,0,4000,clear,153770,Classic,2026-09-23T15:14:30+00:00
828743,0,Deshaun Watson,QB,CLE,4700,66,,False,,CAR @ CLE,,deshaun watson,0,4700,clear,153770,Classic,2026-09-23T15:14:30+00:00
830523,0,Dalton Schultz,TE,HOU,4200,69,,False,,HOU @ IND,,dalton schultz,0,4200,clear,153770,Classic,2026-09-23T15:14:30+00:00
832098,0,David Njoku,TE,LAC,2700,69,,False,,LAC @ BUF,,david njoku,0,2700,clear,153770,Classic,2026-09-23T15:14:30+00:00
835861,0,Trent Sherfield Sr.,WR,BUF,3000,68,,False,,LAC @ BUF,,trent sherfield,0,3000,clear,153770,Classic,2026-09-23T15:14:30+00:00
